Date-Time,uv Flux (Jy),uv sigma (Jy)
2024-09-18 18:14:27,0.038253106176853,0.0003121438494417
2024-09-18 18:15:57,0.038605652749538,0.0003192952717654
2024-09-18 18:17:27,0.03853240981698,0.0003127764211967
2024-09-18 18:18:57,0.038207352161407,0.0003147734096273
2024-09-18 18:20:27,0.037700094282627,0.00030422009876929
2024-09-18 18:21:57,0.036979109048843,0.0003217776247765
2024-09-18 18:23:27,0.037543728947639,0.000318584148772
2024-09-18 18:24:57,0.037850178778172,0.0003188281843904
2024-09-18 18:26:27,0.036165662109852,0.0003508820373099
2024-09-18 18:27:57,0.037458337843418,0.0003309487947262
2024-09-18 18:29:27,0.036964744329453,0.000330399343511
2024-09-18 18:30:57,0.037272226065397,0.0003225911350455
2024-09-18 18:32:27,0.03800530359149,0.0003092515398748
2024-09-18 18:33:57,0.038861311972141,0.0003103766066487
2024-09-18 18:35:27,0.038561996072531,0.0003039654984604
